episode,reward,avg_reward_10,loss,epsilon,steps,method,per_beta
244,-15.401315154315702,-56.6768142367372,0.3474287399277091,0.2943280830920294,1000,proposed,0.8217220000000001
245,-34.38078466193977,-39.85791953361663,0.3222900676796106,0.29285644267656924,314,proposed,0.8236060000000001
246,60.71645354068664,-24.86963123527306,0.32578289607167243,0.2913921604631864,1000,proposed,0.8296060000000001
247,79.81421968540866,-20.816309114638425,0.31964159781765195,0.28993519966087045,1000,proposed,0.8356060000000001
248,31.429656427231134,-19.341906564899354,0.312745823411271,0.2884855236625661,1000,proposed,0.8416060000000001
249,-173.86297790183113,-19.389632124769776,0.2917882509705589,0.28704309604425327,254,proposed,0.84313
250,-55.34747416925315,-22.56565229892261,0.30089607814859065,0.285607880564032,280,proposed,0.8448100000000001
251,67.58682586030824,-26.860283669654137,0.32433386060222985,0.28417984116121187,1000,proposed,0.85081
252,79.35665112928217,-5.00770232439167,0.31733917249459775,0.2827589419554058,1000,proposed,0.85681
253,-204.6916977195167,-16.47804429639396,0.29352969094669984,0.28134514724562876,997,proposed,0.862792
254,-171.3975512115265,-32.07766790211504,0.29702095228225683,0.2799384215094006,129,proposed,0.8635660000000001
255,30.4464609789711,-25.594943338023953,0.29397837319597603,0.27853872940185365,1000,proposed,0.8695660000000001
256,-146.62210027017187,-46.3287987191098,0.284941235507528,0.27714603575484437,750,proposed,0.874066
257,-208.6373735027936,-75.17395803793002,0.28629756361156344,0.2757603055760701,415,proposed,0.876556
258,-93.73692258888386,-87.69061593954152,0.2808074370581419,0.2743815040481898,141,proposed,0.877402
259,-0.510695427539235,-70.35538769211233,0.2787435738211498,0.2730095965279488,1000,proposed,0.883402
260,-40.80362485303073,-68.9010027604901,0.2830186347644776,0.27164454854530906,1000,proposed,0.889402
261,112.28189424378296,-64.43149592214262,0.28419112916942685,0.2702863258025825,1000,proposed,0.895402
262,235.00328287741416,-48.866832747329426,0.26543317952650197,0.2689348941735696,424,proposed,0.897946
263,119.97131725790382,-16.400531249587374,0.26233666808297856,0.26759021970270175,1000,proposed,0.903946
264,27.893066192424534,3.5285304908077344,0.270780149301514,0.2662522686041882,1000,proposed,0.909946
265,173.04054796315012,17.787939189225632,0.25963605291420416,0.2649210072611673,899,proposed,0.91534
266,-76.25724721804674,24.824424494438137,0.304887371959987,0.26359640222486147,111,proposed,0.916006
267,105.51107936257796,56.239269780975306,0.2467019969150424,0.26227842021373715,1000,proposed,0.922006
268,-11.298920247857225,64.48307001507797,0.2576440439093858,0.2609670281126685,160,proposed,0.922966
269,59.73855243515972,70.50799480134786,0.23840241279173643,0.25966219297210513,1000,proposed,0.928966
270,104.15398495831612,85.00375578248254,0.24406149420887233,0.2583638820072446,1000,proposed,0.934966
271,148.7398627988216,88.64955263798639,0.2241532679796219,0.2570720625972084,1000,proposed,0.940966
272,-85.82665287892232,56.56655906235276,0.2396210789166648,0.25578670228422234,145,proposed,0.941836
273,90.82270378494391,53.65169771505676,0.23369654075801372,0.25450776877280124,1000,proposed,0.947836
274,-100.72903311399942,40.78948778441437,0.22159291798583208,0.2532352299289372,390,proposed,0.950176
275,-49.538534341378394,18.531579553961517,0.2619608695663157,0.2519690537792925,84,proposed,0.95068
276,-53.90322535975287,20.766981739790907,0.2231368091981858,0.2507092085103961,1000,proposed,0.95668
277,-37.48819006358107,6.467054797175004,0.2065216930137134,0.2494556624678441,142,proposed,0.957532
278,212.75482936227831,28.87242975818856,0.2164251513672766,0.24820838415550486,674,proposed,0.961576
279,226.68602084919004,45.5671765995916,0.20943126758354294,0.24696734223472733,578,proposed,0.965044
280,75.42261288790642,42.69403939255062,0.19771579139726236,0.2457325055235537,1000,proposed,0.971044
281,-79.92113229758176,19.827939882910282,0.21050602978141977,0.24450384299593592,1000,proposed,0.977044
282,-102.82858526114411,18.12774664468811,0.20086636318627632,0.24328132378095624,165,proposed,0.978034
283,71.2307683897814,16.168553105171853,0.21590043285209687,0.24206491716205145,1000,proposed,0.984034
284,-78.21569858399093,18.419886558172713,0.2056626962677745,0.2408545925762412,176,proposed,0.98509
285,-134.5990858603192,9.913831406278627,0.20075435340837683,0.23965031961336,86,proposed,0.985606
286,22.36230269312282,17.54038421156619,0.200873120513279,0.2384520680152932,1000,proposed,0.991606
287,217.3749945273047,43.02670267065477,0.19198965609219729,0.23725980767521673,255,proposed,0.993136
288,140.91257809117582,35.84247754354452,0.18626049492973834,0.23607350863684065,1000,proposed,0.999136
289,200.56203951186075,33.23007940981159,0.19807782438032231,0.23489314109365644,304,proposed,1.0
290,-3.9638900948817763,25.29142911153277,0.18320497720593348,0.23371867538818816,133,proposed,1.0
291,136.16982034520626,46.90052437581157,0.1910769972919952,0.23255008201124722,1000,proposed,1.0
292,-33.33543043335206,53.849839858590784,0.19908591924104257,0.231387331601191,128,proposed,1.0
293,-82.53171104304005,38.47359191530864,0.20298116140780442,0.23023039494318503,324,proposed,1.0
294,59.460396505867564,52.24120142429448,0.19101997023448347,0.2290792429684691,1000,proposed,1.0
295,55.340457656693815,71.23515577599579,0.17987001285050064,0.22793384675362674,1000,proposed,1.0
296,-19.414016199382207,67.0575238867453,0.18182382543385028,0.22679417751985861,1000,proposed,1.0
297,-43.14788303157047,41.00523613085777,0.18467122431151395,0.22566020663225933,172,proposed,1.0
298,-126.76449193163923,14.237529128576261,0.1847272610925522,0.22453190559909803,97,proposed,1.0
299,246.83063436440145,18.864388613830332,0.17811131931263655,0.22340924607110255,935,proposed,1.0
300,-125.8268814486679,6.678089478451719,0.17892495874030728,0.22229219984074702,641,proposed,1.0
301,82.03661282590137,1.2647687265212268,0.18314614441990854,0.2211807388415433,1000,proposed,1.0
302,-50.78747616294797,-0.48043584643836396,0.16881871736608445,0.22007483514733558,1000,proposed,1.0
303,-67.85124009138679,0.9876112487269637,0.17368418345134706,0.2189744609715989,1000,proposed,1.0
304,142.93878246742537,9.335449844882744,0.16848894662037492,0.2178795886667409,1000,proposed,1.0
305,100.72460958845078,13.87386503805844,0.1639282005908899,0.2167901907234072,1000,proposed,1.0
306,-73.73753904201409,8.441512753795253,0.16636400084896014,0.21570623976979014,1000,proposed,1.0
307,150.58013028212318,27.814314085164614,0.16750326157471793,0.21462770857094118,664,proposed,1.0
308,86.21503511466402,49.112266789794944,0.16127123474888502,0.21355457002808648,1000,proposed,1.0
309,143.490026279686,38.778205981323396,0.15609639869139486,0.21248679717794605,891,proposed,1.0
310,-141.53124693901356,37.207769432288835,0.1557236766353959,0.21142436319205632,105,proposed,1.0
311,-34.58043100250016,25.546065049448675,0.16739652585928086,0.21036724137609603,135,proposed,1.0
312,51.65020303085599,35.789832968829074,0.16833289932180195,0.20931540516921554,1000,proposed,1.0
313,242.84731571788896,66.85968854975665,0.15974602227556114,0.20826882814336947,954,proposed,1.0
314,-109.40049624814974,41.625760678199136,0.16008243955812365,0.20722748400265262,106,proposed,1.0
315,-4.2128505668582665,31.13201466266823,0.1658634191825986,0.20619134658263935,1000,proposed,1.0
316,313.7488321476709,69.88065178163671,0.1612318278311143,0.20516038984972615,358,proposed,1.0
317,16.439477894607005,56.46658654288511,0.15370285335066727,0.2041345879004775,1000,proposed,1.0
318,-152.79786631616926,32.56529639980179,0.14005850857321286,0.2031139149609751,132,proposed,1.0
319,179.83417013519932,36.19971078535311,0.1618107181491994,0.20209834538617025,752,proposed,1.0
320,-153.4661024871862,35.00622523053586,0.1554549208396904,0.2010878536592394,801,proposed,1.0
321,246.07495078016942,63.071763408802816,0.1596214613100018,0.2000824143909432,695,proposed,1.0
322,139.321573353695,71.83890044108671,0.15367791848643625,0.19908200231898848,964,proposed,1.0
323,94.96996546894778,57.05116541619259,0.1598122293371707,0.19808659230739353,1000,proposed,1.0
324,-88.08161756002735,59.183053285004824,0.15900731473166613,0.19709615934585656,221,proposed,1.0
325,-48.791513378661165,54.725187003824544,0.15594065727340056,0.19611067854912728,1000,proposed,1.0
326,-114.82749954781845,11.867553834275613,0.1564951013152798,0.19513012515638165,90,proposed,1.0
327,174.91348148438962,27.714954193253867,0.16057005825533285,0.19415447453059972,784,proposed,1.0
328,94.89329281612514,52.484070106483315,0.15408246382232754,0.19318370215794672,1000,proposed,1.0
329,130.9650388153038,47.59715697449376,0.15055128391087055,0.192217783647157,1000,proposed,1.0
330,-165.2513992707191,46.41862729614048,0.14781603043892583,0.1912566947289212,293,proposed,1.0
331,250.7422138024166,46.885353598365185,0.15806642250895098,0.1903004112552766,854,proposed,1.0
332,214.20629692172358,54.373825955168044,0.15439031131161962,0.18934890919900021,863,proposed,1.0
333,257.1025705570192,70.5870864639752,0.1518737866468198,0.18840216465300522,422,proposed,1.0
334,216.54262564169443,101.04951078414737,0.14932167585116482,0.18746015382974018,883,proposed,1.0
335,214.51651493227297,127.38031361524077,0.14750825779354376,0.1865228530605915,848,proposed,1.0
336,-34.543932969820744,135.4086702730405,0.1471653248514917,0.18559023879528855,590,proposed,1.0
337,219.7400083633068,139.89132296093226,0.14326469639030556,0.1846622876013121,313,proposed,1.0
338,-77.80396896871528,122.62159678244821,0.1596009449767215,0.18373897616330553,70,proposed,1.0
339,-178.5295947763025,91.67213342328759,0.14153318571993428,0.182820281282489,117,proposed,1.0
340,-43.67046106089625,103.83022724426988,0.15500877453992143,0.18190617987607657,1000,proposed,1.0
341,95.17299778663359,88.27330564269158,0.15877294632513075,0.18099664897669618,1000,proposed,1.0
342,-48.11232935385523,62.0414430151337,0.14933450703974813,0.1800916657318127,1000,proposed,1.0
343,215.3821554413415,57.86940150356594,0.1526754414545377,0.17919120740315364,754,proposed,1.0
344,-44.82905085752094,31.732233853644395,0.15062788559330834,0.17829525136613786,315,proposed,1.0
345,61.14102593607934,16.394684954025028,0.13508593621011825,0.17740377510930716,1000,proposed,1.0
346,-39.39596880350854,15.909481370656247,0.15530477540151585,0.17651675623376062,103,proposed,1.0
347,5.37167359678871,-5.5273521059955595,0.15481749164133235,0.1756341724525918,145,proposed,1.0
348,-82.55423626516874,-6.002378835640908,0.13423113859025762,0.17475600159032884,1000,proposed,1.0
349,198.94567656188502,31.745148298177845,0.14645279212302323,0.17388222158237718,826,proposed,1.0
350,94.6996056480846,45.58215496907593,0.14511285112565384,0.1730128104744653,1000,proposed,1.0
351,-31.025032432899707,32.9623519471226,0.16563192196190357,0.17214774642209296,128,proposed,1.0
352,234.6740471604064,61.240989598548765,0.14450003041876433,0.1712870076899825,398,proposed,1.0
353,-68.88457660383405,32.81431639403121,0.14303027084905262,0.17043057265153258,438,proposed,1.0
354,118.20024477324311,49.11724595710761,0.14234121798397972,0.16957841978827493,1000,proposed,1.0
355,-142.23483155553092,28.7796602079466,0.13459264558569164,0.16873052768933355,867,proposed,1.0
356,228.07952196399896,55.52720928469735,0.1403242985823511,0.1678868750508869,697,proposed,1.0
357,220.1856623294886,77.00860815796734,0.1325651173455778,0.16704744067563246,909,proposed,1.0
358,83.85846512581924,93.64987829706612,0.1381673471205868,0.1662122034722543,1000,proposed,1.0
359,-14.958242826082795,72.25948635826936,0.12312665452382394,0.16538114245489302,350,proposed,1.0
360,197.3175776466428,82.52128355812518,0.12421274995395439,0.16455423674261854,779,proposed,1.0
361,245.38808894863251,110.16259569627839,0.137004041386054,0.16373146555890544,266,proposed,1.0
362,-17.084939292205902,84.98669705101716,0.13665869405985565,0.16291280823111093,87,proposed,1.0
363,119.78637811901316,103.85379252330185,0.1440770269741748,0.16209824418995536,951,proposed,1.0
364,-66.15895151038791,85.41787289493877,0.12804287309421503,0.16128775296900558,94,proposed,1.0
365,-115.65186494162168,88.07616955632969,0.13781665923864875,0.16048131420416054,73,proposed,1.0
366,-88.09530173551629,56.45868718637818,0.13164182363558877,0.15967890763313974,153,proposed,1.0
367,-133.60112758104657,21.080008195324673,0.1260175742674619,0.15888051309497406,120,proposed,1.0
368,265.62884425270113,39.25704610801285,0.13873207455782113,0.1580861105294992,636,proposed,1.0
369,84.22457039452028,49.17532743007316,0.13624186660451656,0.1572956799768517,936,proposed,1.0
370,-128.12970431811965,16.630599233596918,0.13490352266533084,0.15650920157696743,215,proposed,1.0
371,-134.97957315791848,-21.406166977058188,0.12868418057974523,0.1557266555690826,156,proposed,1.0
372,-160.75284011390733,-35.77295705922833,0.1352579417902775,0.1549480222912372,518,proposed,1.0
373,258.61901563066215,-21.889693308063432,0.12932442155267512,0.15417328217978102,357,proposed,1.0
374,-60.22127364866411,-21.295925521891053,0.1386671453367689,0.1534024157688821,227,proposed,1.0
375,-152.73793122179183,-25.004532149908066,0.14291654563889714,0.1526354036900377,203,proposed,1.0
376,-59.24688817845788,-22.119690794202228,0.12985630790982394,0.1518722266715875,1000,proposed,1.0
377,-188.90248192841233,-27.649826228938803,0.14519121016769168,0.15111286553822956,187,proposed,1.0
378,-8.732260535687658,-55.085936707777684,0.12341824370937851,0.15035730121053842,156,proposed,1.0
379,-143.40779849201675,-77.84917359643138,0.11674169044454175,0.14960551470448571,128,proposed,1.0
380,-164.05918496741313,-81.44212166136074,0.14309193874741422,0.14885748713096328,87,proposed,1.0
381,66.71622324527821,-61.272542021041055,0.1373054964095354,0.14811319969530845,1000,proposed,1.0
382,89.72276807589519,-36.22498120206081,0.13372328850161283,0.1473726336968319,1000,proposed,1.0
383,257.7047721771983,-36.3164055474072,0.13442834335620757,0.14663577052834775,702,proposed,1.0
384,265.56385519291723,-3.737892663249062,0.13473441619081078,0.14590259167570602,432,proposed,1.0
385,220.18775653606897,33.55467611253702,0.11997554605538376,0.1451730787173275,478,proposed,1.0
386,4.197847257906746,39.89914965617348,0.12469820318557322,0.14444721332374086,1000,proposed,1.0
387,215.8425104455894,80.37364889357366,0.13728989447887,0.14372497725712216,958,proposed,1.0
388,-373.7730989555144,43.86956505159098,0.12353380183959681,0.14300635237083656,310,proposed,1.0
389,87.99523188188121,67.00986808898077,0.12961931648137776,0.14229132060898236,69,proposed,1.0
390,254.06189840928346,108.82197642665044,0.12222433057169264,0.14157986400593744,482,proposed,1.0
391,100.32254558710042,112.18260866083267,0.13566992588015273,0.14087196468590776,1000,proposed,1.0
392,-146.9542301412047,88.51490883912267,0.12419017420939193,0.14016760486247823,353,proposed,1.0
393,-273.7841772215654,35.3660138992463,0.1244894139316732,0.13946676683816583,331,proposed,1.0
394,-78.78494509216415,0.9311338707381595,0.11660368992213874,0.138769433003975,94,proposed,1.0
395,-137.31457903895742,-34.81909968676449,0.14898876797718305,0.13807558583895513,60,proposed,1.0
396,269.5426635741198,-8.28461805514318,0.13313540514438085,0.13738520790976036,603,proposed,1.0
397,-64.07610570233102,-36.27647966993522,0.12333335682009179,0.13669828187021155,332,proposed,1.0
398,165.10262029325042,17.61109225494126,0.12415431578861832,0.13601479046086049,653,proposed,1.0
399,256.9847905091257,34.510048117665704,0.11824940643385652,0.1353347165085562,373,proposed,1.0
400,-171.0145755648689,-7.997599279749528,0.11071671458500389,0.1346580429260134,76,proposed,1.0
401,-45.96169570122916,-22.626023408582487,0.12863749045845088,0.13398475271138335,111,proposed,1.0
402,-156.6791432844548,-23.5985147229075,0.12696055678698498,0.13331482894782642,78,proposed,1.0
403,-94.38013338629995,-5.6581103393809515,0.1407330106420998,0.13264825480308728,57,proposed,1.0
404,190.3073367369292,21.251117843528384,0.12788249181665637,0.13198501352907185,431,proposed,1.0
405,238.9085436230082,58.87343010972495,0.12259077205497175,0.1313250884614265,443,proposed,1.0
406,-156.08063652671962,16.311100099641003,0.14431411506314026,0.13066846301911936,95,proposed,1.0
407,206.1928848958911,43.337999159463216,0.12453443807600477,0.13001512070402377,349,proposed,1.0
408,-193.91994998838135,7.435742131300043,0.14937225249649463,0.12936504510050365,87,proposed,1.0
409,-26.35333294408173,-20.898070214020702,0.12625965665094555,0.12871821987500112,1000,proposed,1.0
410,-174.01072389647638,-21.19768504718145,0.13554691701707705,0.12807462877562611,71,proposed,1.0
411,10.203166929046446,-15.581198784153889,0.1314726968133903,0.12743425563174798,92,proposed,1.0
412,-14.643440295838943,-1.3776284852922998,0.13000795151176,0.12679708435358925,108,proposed,1.0
413,206.18277463945066,28.67866231728276,0.1327811960532802,0.1261630989318213,730,proposed,1.0
414,193.7959499909395,29.027523642683786,0.12977467709402302,0.1255322834371622,683,proposed,1.0
415,-24.25630195425073,2.711039084957899,0.13971752275871793,0.12490462201997637,82,proposed,1.0
416,-157.3830593131459,2.5807968063152655,0.14273887503147126,0.1242800989098765,125,proposed,1.0
417,-114.17018531538397,-29.45551021481224,0.12096072276364322,0.12365869841532712,108,proposed,1.0
418,-130.77710759958865,-23.141225975932972,0.10484777364763431,0.12304040492325048,64,proposed,1.0
419,-22.091366568267084,-22.715029338351506,0.13166663017962127,0.12242520289863423,1000,proposed,1.0
420,272.4624685385161,21.93228990514774,0.14748713053466583,0.12181307688414106,440,proposed,1.0
421,-3.574520238951507,20.554521188347945,0.11770553220497462,0.12120401149972035,103,proposed,1.0
422,-175.75884081767776,4.4429811361640645,0.14011540154793434,0.12059799144222175,70,proposed,1.0
423,-92.98146167929973,-25.473442495710977,0.13570858405623584,0.11999500148501063,1000,proposed,1.0
424,-50.63029488536079,-49.916066983341004,0.12924165050964803,0.11939502647758558,1000,proposed,1.0
425,-121.52538906937983,-59.64297569485392,0.12112049318029214,0.11879805134519765,118,proposed,1.0
426,89.79232277464423,-34.9254374860749,0.13006689194589854,0.11820406108847166,1000,proposed,1.0
427,-104.44399018689784,-33.95281797322629,0.12877669176179915,0.1176130407830293,1000,proposed,1.0
428,167.2113913606718,-4.153968077200244,0.13150715494994075,0.11702497557911415,1000,proposed,1.0
429,223.9579990502067,20.450968484647138,0.13107617906514246,0.11643985070121858,471,proposed,1.0
430,-166.09393455713217,-23.40467182491769,0.11554644191089798,0.11585765144771248,85,proposed,1.0
431,-36.73316177835666,-26.72053597885821,0.15647217697512947,0.11527836319047392,76,proposed,1.0
432,-175.9087984587104,-26.735531742961474,0.125973842902617,0.11470197137452155,55,proposed,1.0
433,185.53652540436516,1.1162669654050177,0.13330459501344621,0.11412846151764894,373,proposed,1.0
434,-140.84179479609696,-7.904883025668598,0.12385726435663733,0.1135578192100607,74,proposed,1.0
435,-149.25947261605833,-10.678291380336447,0.1398928898499545,0.11299003011401039,66,proposed,1.0
436,225.76004195524533,2.9184805377236644,0.14349450233490452,0.11242507996344034,304,proposed,1.0
437,248.00451722731646,38.16333127914508,0.13682159865471244,0.11186295456362313,973,proposed,1.0
438,220.1940421522465,43.461596358302565,0.1277887892188891,0.11130363979080501,424,proposed,1.0
439,223.891623210779,43.45495877435979,0.12802911246213697,0.11074712159185099,408,proposed,1.0
440,2.230036262402365,60.28735585631324,0.13334999286721205,0.11019338598389174,719,proposed,1.0
441,-11.821525827161608,62.77851945143275,0.1373527151653948,0.10964241905397228,92,proposed,1.0
442,-138.8888200924182,66.48051728806198,0.12329064897800747,0.10909420695870241,114,proposed,1.0
443,-92.41922628108257,38.684942119517196,0.13202840351732448,0.1085487359239089,112,proposed,1.0
444,-93.00176614625816,43.46894498450108,0.12934864779468624,0.10800599224428936,1000,proposed,1.0
445,-99.2259986658947,48.472292379517434,0.10174330749179956,0.10746596228306791,106,proposed,1.0
446,-104.1778104603455,15.47850713795836,0.1219763613693325,0.10692863247165257,654,proposed,1.0
447,84.24597974751464,-0.8973466100218218,0.12869410329381936,0.1063939893092943,1000,proposed,1.0
448,-3.17046586527711,-23.233797411774187,0.12833488598745316,0.10586201936274783,1000,proposed,1.0
449,-291.37799811699654,-74.76075954455173,0.1347398685404297,0.10533270926593409,66,proposed,1.0
450,-111.9813642269327,-86.18189959348526,0.1312624348688725,0.10480604571960442,691,proposed,1.0
451,-235.9354520967329,-108.5932922204424,0.13674763919297547,0.1042820154910064,187,proposed,1.0
452,-99.83009340675349,-104.6874195518759,0.13660730499435556,0.10376060541355137,55,proposed,1.0
453,241.53598009078507,-71.29189891468914,0.12812522639989776,0.1032418023864836,383,proposed,1.0
454,-108.87802992870127,-72.87952529293344,0.13089833298698067,0.10272559337455119,100,proposed,1.0
455,-118.16723021453419,-74.77364844779738,0.13798941898918182,0.10221196540767843,97,proposed,1.0
456,-60.40153706699531,-70.39602110846236,0.13144992799661123,0.10170090558064004,1000,proposed,1.0
457,-137.2535255837493,-92.54597164158876,0.13411531518213451,0.10119240105273684,80,proposed,1.0
458,-27.994073412522397,-95.0283323963133,0.13191007894743234,0.10068643904747315,1000,proposed,1.0
459,-115.87847038806513,-77.47837962342015,0.12037210024619868,0.10018300685223579,109,proposed,1.0
460,-57.390974551170274,-72.01934065584393,0.12343427939201469,0.0996820918179746,134,proposed,1.0
461,-147.75596244977297,-63.20139169114792,0.14864331856369972,0.09918368135888474,67,proposed,1.0
462,-113.10636724176777,-64.52901907464936,0.1361307667315696,0.09868776295209031,929,proposed,1.0
463,-135.69832855749905,-102.25244993947777,0.12998359518436095,0.09819432413732986,72,proposed,1.0
464,-36.7202635599866,-95.0366733026063,0.13333525968668983,0.09770335251664321,1000,proposed,1.0
465,-168.82947274735184,-100.10289755588806,0.12652500205888198,0.09721483575406,65,proposed,1.0
466,-37.53109991208895,-97.81585384039742,0.12054454554217281,0.09672876157528969,162,proposed,1.0
467,-154.5765203181678,-99.54815331383928,0.11581725664436818,0.09624511776741324,60,proposed,1.0
468,-136.7221867354203,-110.42096464612908,0.11994104469860238,0.09576389217857617,56,proposed,1.0
469,-154.03770328214574,-114.23688793553713,0.13723916832644206,0.09528507271768329,78,proposed,1.0
470,-50.067561071273914,-113.5045465875475,0.13398834088537842,0.09480864735409487,1000,proposed,1.0
471,-150.13509225290395,-113.7424595678606,0.17560779006668814,0.0943346041173244,54,proposed,1.0
472,-256.8775102576392,-128.11957386944772,0.13168403239850002,0.09386293109673778,79,proposed,1.0
473,-165.86993146709528,-131.13673416040734,0.12267064138808671,0.09339361644125409,85,proposed,1.0
474,-98.36290863854256,-137.30099866826296,0.12556985793290315,0.09292664835904782,54,proposed,1.0
475,-149.36518607919356,-135.35457000144714,0.17362664217830864,0.09246201511725258,77,proposed,1.0
476,180.16767757138138,-113.58469225310012,0.1492418182381728,0.09199970504166631,666,proposed,1.0
477,-193.46982766187367,-117.4740229874707,0.11840379892715386,0.09153970651645797,70,proposed,1.0
478,-135.7693124971085,-117.37873556363952,0.13411722111556193,0.09108200798387568,92,proposed,1.0
479,-151.68291056971213,-117.1432562923961,0.11516149494458329,0.0906265979439563,88,proposed,1.0
480,-163.01218290760295,-128.43771847602903,0.13974685576578524,0.09017346495423652,73,proposed,1.0
481,183.99397799556863,-95.02481145118179,0.14838488608824485,0.08972259762946533,462,proposed,1.0
482,-223.53295269472812,-91.69035569489068,0.17423522096695537,0.089273984641318,59,proposed,1.0
483,-215.97059128524018,-96.70042167670515,0.16160744984374673,0.0888276147181114,61,proposed,1.0
484,-133.01467933974905,-100.16559874682582,0.14399484888865396,0.08838347664452084,78,proposed,1.0
485,-186.65977519406158,-103.89505765831261,0.1556274515308746,0.08794155926129824,73,proposed,1.0
486,-77.08244081108026,-129.62006949655878,0.1520414583917175,0.08750185146499175,63,proposed,1.0
487,-151.76022561091588,-125.44910929146299,0.16773988914621227,0.08706434220766679,68,proposed,1.0
488,-188.85563641289116,-130.75774168304127,0.16290828895390683,0.08662902049662846,92,proposed,1.0
489,-357.6917456158028,-151.35862518765032,0.15818169406107205,0.08619587539414532,88,proposed,1.0
490,42.51692726516697,-130.80571417037336,0.13629354968121865,0.08576489601717459,82,proposed,1.0
491,-107.43169191748196,-159.94828116167838,0.22322770646005347,0.08533607153708872,57,proposed,1.0
492,-205.83306808024764,-158.17829270023034,0.1679077481564421,0.08490939117940327,52,proposed,1.0
493,-182.18224564747948,-154.79945813645426,0.1497303161211312,0.08448484422350626,100,proposed,1.0
494,-101.29123099965854,-151.62711330244525,0.16512281410920787,0.08406242000238873,71,proposed,1.0
495,-100.62195802671253,-143.02333158571034,0.17431035685268315,0.08364210790237678,55,proposed,1.0
496,-252.40367569184653,-160.55545507378696,0.17004949355632373,0.0832238973628649,97,proposed,1.0
497,-132.0356964621732,-158.5830021589127,0.15271773444754735,0.08280777787605056,70,proposed,1.0
498,-138.1654041675471,-153.5139789343783,0.15462155717931972,0.08239373898667031,79,proposed,1.0
499,-96.65085861946149,-127.40989023474417,0.16057294131866817,0.08198177029173696,58,proposed,1.0
500,-119.35842034880439,-143.5974249961413,0.17125498234795836,0.08157186144027828,52,proposed,1.0
